bca_id,building,award,fy,gfa,address,postal_code,district,developer,architect,structural_eng,me_eng,land_cons,qs,main_contractor,fac_mgt,esd_cons,esco_cons,green_cons,description,green_features,building_use,building_use_manual,main_category,main_category_grouped
0B99BD44-2A63-42B1-9F98-B895AB0EF688,8 on Claymore,Green Mark Gold,FY13,13539,"8 Claymore Hill, Singapore 229572",229572,9,Sajahtera Investments (S) Pte Ltd,Axis Architects Planners Pte Ltd,Beca Carter Holdings & Ferner (S.E.Asia) Pte Ltd,Bescon Consulting Engineers Pte Ltd,,,V3 Construction Pte Ltd,ESD Consultant,-,Managing Agent,-,8 on Claymore is a 25 year old building with a Gross Floor Area of 13 539 m2 and is 25 storey high with 2 storey of car parks at basement. It is a mixed development of serviced apartments retails and offices which consists of 4-Storey Podium Offices/Recreational Areas and 21-Storey Service Apartments. The building went through Additions & Alterations in 2010 and was launched as serviced apartments in July 2011.,"['Use of VSD chiller to match building cooling loads', '100% WELS 3 tick dual flush cistern in service apartments', 'PUB Water Efficient Building', 'Waste Management Recycling Scheme', 'IAQ compliance with Singapore Standard']",Others,"['residential', 'office/commercial', 'mixed']","['building energy performance', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'sustainable management', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'smart & healthy building']","['building energy performance', 'sustainable management', 'smart & healthy building', 'resource stewardship']"
0B9B1333-7617-45C3-B651-2F49C6DB89C3,Mundipharma Pte Ltd,Green Mark Gold,FY14,17482,"12 Marina View, #22-01 Asia Square Tower 2, Singapore 018961",18961,1,Mundipharma Pte Ltd,,,Apcon Pte Ltd,,,,Mundipharma Pte Ltd,-,Building System & Diagnostics Pte Ltd,-,Mundipharma an international pharmacy firm is committed to being a resaponsible and sustainable business. As part of the firm\'s green initatives Mundipharma Pte Ltd has chosen Asia Square Tower 2 a new building with Green Mark Platinum award for its Singapore office. The total area of the office is 17 491sqft and due consideration was given to various aspects of the office design and build to ensure environmental sustainability.,"['Use of 90% Office Equipments with Energy Star Label', 'Extensive use of T5 lighting and LED', ""WELS \\'Excellent\\' water fittings"", 'Integrated CO2 monitoring to automatically regulate fresh air intake', 'Use of high frequency ballast']",Commercial,['office/commercial'],"['smart & healthy building', 'resource stewardship', 'resource stewardship', 'smart & healthy building']","['resource stewardship', 'smart & healthy building']"
0BACCA7C-6387-4795-BAD6-DDA59B49717C,SingHealth Polyclinics - Geylang,Green Mark Gold,FY13,6475,"21 Geylang East Central, Singapore 389707",389707,14,SingHealth Polyclinics,Context Architects,TJT Consultants,PDC Engineers,Context Architects,,,Weewah Integrated Engineering Pte Ltd,-,-,-,Addition and alteration to the existing 4-storey building for SingHealth polyclinics – Geylang Located at 21 Geylang East Central (MK24-07993W) Singapore 389707.,"['Applying passive design to induce natural lighting and ventilation to all common areas and interior', 'Introducing sky garden and courtyard garden to create a greenery experience to all level', 'Extensive usage of green label product/materialand water efficiency fittings to all the areas in the polyclinic']",Others,['hospital/clinic'],"['sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management']",['sustainable management']
EF3749B0-F225-4F9E-AB61-3E9C63554376,Alexandra Hospital,Green Mark Gold,FY06,4204.09,378 Alexandra RoadSingapore 159964,159964,3,,CPG Consultants Pte Ltd/ Akida Pte Ltd,CPG Consultants Pte Ltd,CPG Consultants Pte Ltd,Alexandra Hospital,,Sim Lian Construction Co Pte Ltd,,-,-,-,Alexandra Hospital (AH) is a 400-bed general and acute care hospital located at Alexandra Road.  In operations for more than 60 years the hospital has retrofitted many of its pre-war buildings to meet its needs.  At the same time the impact on the environment is considered. Alexandra Hospital is a model for older projects that they can be environment-friendly through a committed approach in retrofitting. A key feature of the hospital is its efforts in nature conservation and preservation. Alexandra Hospital\\\'s Butterfly Trail demonstrates the hospital\\\'s care for the environment. Other noted practices include recycling its horticulture waste such as leaves and dry grass to make their own compost.,"['Alexandra Hospital’s butterfly trail is a model for nature conservation and is a key feature in the hospital’s commitment towards the environment', 'Use of recycled horticulture waste such as leaves and dry grass from the hospital’s grounds to make their own compost', 'Rainwater harvesting integrated with automatic irrigation sprinkler system enabling savings in water usage', 'Toilets are designed to utilise natural ventilation and daylighting. Motion sensors for lights/taps/flushing system enabling energy and water saving', 'Solar energy is harnessed to produce electricity to provide garden lighting and supplementing AH car park lighting']",Institutional,['hospital/clinic'],"['sustainable management', 'sustainable management', 'resource stewardship', 'smart & healthy building', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'building energy performance', 'building energy performance', 'resource stewardship', 'smart & healthy building', 'building energy performance']","['sustainable management', 'building energy performance', 'smart & healthy building', 'resource stewardship']"
EF3FB422-82B7-4A68-8927-CCAE7CB656E6,Netapp Singapore Pte Ltd,Green Mark Gold Plus,FY15,943,"1 Temasek Avenue, Millenia Tower #10-01 Singapore 039192",39192,1,Netapp Singapore Pte Ltd,,,DLE M&E Pte. Ltd,,,,Building System & Diagnostics Pte Ltd,-,-,-,"NetApp is committed to provid products and services that meet and exceed international standards and achieve continual improvement.
The newly completed main office of Netapp is situated at 10th floor of Mellinia Tower having a total floor area of 943m².","['Use of vacancy sensor for all meeting rooms and infrequent usage spaces', 'Achieve 35% of lighting power density saving', 'Use of solar film for all windows to reduce the heat gain and glare issue', 'Extensively use of construction materials with SGLS/SGBC certification', 'More than 2% of Greenery in the office', 'Use of E-signature for reducing paper usage', 'Conduct the ergonomics to increase staff work productivity']",Commercial,['office/commercial'],"['building energy performance', 'sustainable management', 'sustainable management', 'resource stewardship']","['building energy performance', 'sustainable management', 'resource stewardship']"
EF97EEB2-0B1C-4963-89FD-FD3E236118A9,Wisma Geylang Serai,Green Mark Platinum,FY17,14427.64,-,-,0,PEOPLE'S ASSOCIATION,DESIGN ENVIRONMENT GROUP ARCHITECTS LLP,ECAS-EJ CONSULTANTS PTE LTD,RANKINE & HILL (SINGAPORE) PTE LTD,,,Ken-Pal (S) Pte Ltd,,-,-,-,Wisma Geylang Serai â€“ A One-Stop Community Civic Centre that promotes Singaporeâ€™s Cultural Heritage is a 5 storey building with 1 basement carpark. WGS is planned as a community focal node within the Geylang Serai Precinct and provide spaces and facilities for a wide range of community activities and services. A public plaza within the compound of WGS will cater to cultural events such as performances as well as community events such as festive activities and bazaars. WGS will be a welcoming social space for community to interact and bond.,['Optimization of the thermal comfort performance using airflow simulation software for the Secondary Street 2 Building Massing is designed to minimize East-West orientation to reduce direct heat gain 3 Highly efficient chilled water plants are installed in this building with an operating design system efficiency of less than 0.6 kW/Rton 4 All internal areas are fitted with energy efficient T5 or LED lightings. Occupancy sensors are installed to control the common areas such as restrooms and staircases lightings when they are not in used. 5 Water is conserved through the use of PUB WELS water efficient fittings. 6 Extensive used of environmentally- friendly construction materials such as Recycled Concrete Aggregates and architectural products 7 Incorporation and reuse of Malay Village Architectural Elements in the architectural design of the building'],Institutional,"['recreational/culture', 'office/commercial']","['sustainable management', 'sustainable management', 'resource stewardship', 'resource stewardship', 'smart & healthy building', 'smart & healthy building']","['sustainable management', 'smart & healthy building', 'resource stewardship']"
EFB1C479-3CE5-4AE7-A07B-61520BB70A42,Shaw Industries Asia Pte Ltd,Green Mark Certified,FY16,238.01,"1 Kim Seng Promenade, #15-12, Great World City, Singapore 237994",237994,9,Shaw Industries Asia Pte Ltd,SCA Design Pte Ltd,,,,,,Kaer Pte Ltd,-,-,-,Proposed additions and alteration works for Shaw Industries Asia Pte Ltd located at Great World City Level 15-02.The principle use of space is for Office and Show Room.,['Good open office design with flexible sitting at pantry and show room2. Energy Efficient Lighting -- Implementation fo LED lighting throughout the office results in a LPD of 7 W/m2 and > 40% savings task lights are widely used in case general lighting fails to reach the required lux level3. More than 90% energy star rated equipment'],Commercial,['office/commercial'],"['smart & healthy building', 'smart & healthy building']",['smart & healthy building']
EFB8457A-2F06-49CA-A865-A83559400E4C,Kajima Overseas Asia Pte Ltd Development Division,Green Mark Certified,FY10,554,80 Marine Parade Road #19-01 To #19-05 Parkway Parade Singapore 449269,449269,15,Kajima Overseas Asia Pte Ltd,,,,,,,Building Systems & Diagnostics Pte Ltd,-,Oakwell Engineering limited,-,"Consolidation of Office Space at Parkway Parade 19 Storey
 ","['·         Energy efficient lighting system with zoning and control', '·         Use of energy efficient office equipment', '·         Use of water efficient fitting', '·         Open office layout design and standardized fit out ensures reusability of office furniture and systems', '           with minimal cost and wastage']",Commercial,['office/commercial'],"['smart & healthy building', 'building energy performance', 'resource stewardship']","['building energy performance', 'smart & healthy building', 'resource stewardship']"
9BBF68FB-27BD-4A64-905C-A8BEF1C187B9,PLAYe,Green Mark Certified,FY17,52,"180 Kitchener Road, #04-31/32, City Square Mall, Singapore 208539",208539,8,PLAYe,,,,,,,City Developments Limited,-,-,-,Singapore's Leading Online & Offline Game Store with an extensive selection of PS4 Xbox Nintendo Consoles Games Gadgets and Toys at Great Prices! PLAYe is the next shopping evolution for modern day video-game enthusiasts toy hobbyists and gadget collectors in Singapore. PLAYe is located at #B2-44 in City Square Mall.,['Environmental policy and SOP for sustainable operations2. Use of LED lightings'],Retail,['office/commercial'],"['sustainable management', 'sustainable management', 'smart & healthy building']","['sustainable management', 'smart & healthy building']"
99d02f86-c5cf-49cb-a9de-968d5eefa7c7,Fu Lu Shou Complex,Green Mark Gold,FY21,16730.06,"149 Rochor Rd, Singapore 188425",188425,7,MCST 958,,,,,,,MCST 958,G-ENERGY GLOBAL PTE LTD,-,-,Fu Lu Shou Complex is a shopping centre in the Bugis section of downtown Singapore with a GFA of 16730.06 m2.,"['Efficient Chiller Plant System at 0.61kW/RT', 'Extensive use of energy efficient light fixtures such as LED lightings', 'Provision of Green Guide to Tenants']",Commercial,['office/commercial'],"['building energy performance', 'smart & healthy building', 'sustainable management', 'sustainable management']","['building energy performance', 'sustainable management', 'smart & healthy building']"
9A106A07-AF71-4888-86A3-B4ACACA36D15,Chung Cheng High School (Main),Green Mark Gold,FY17,38037,"50 Goodman Road, Singapore 439012",439012,15,School Management Commitee,,,,,,,CPG Facilities Managemant Pte Ltd,-,Xue Jiade (BCA Back to School Program),-,Chung Cheng High School (Main) is located at 50 Goodman Road Singapore 439012 with GFA of 38 037 m2. It comprises a total of 7 blocks ranges from 3 to 4 storeys high.,['A schedule for air-conditioning has been formulated to reduce unnecessary usage of AC system. 2. LAN Roomsâ€™ temperature is set at the optimal temperature of 24 Â°C . 3. The school is built with minimal west and east facing facades and has adequate provision of effective sun shading devices on the aforementioned facades to minimize heat gain within the building. 4. Energy and water usage are monitored and documented with reasons for higher and lower consumption. These information on trends of energy and water utilisation are communicated to both staff and students to encourage them to reduce consumption if necessary. 5. Green Ambassadors are appointed to ensure that green practices are carried out in the school and to influence their peers to adopt environmentally friendly habits. 6. Provision of an educational fun and engaging green hub equipped with adequate learning materials on environmental sustainability for both students and staff. 7. Provision of recycling bins at strategic locations within the school (eg. Canteen) and posters recycling Doâ€™s and Donâ€™ts poster to educate users to recycle correctly. 8. A range of native plants line the walkway of the school. Labels displaying information of each plant are placed next to each plant to provide students with knowledge on these native plants. 9. Air sterilizers are installed in the HOD and staff rooms'],Institutional,"['educational/research', 'mixed']","['sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'building energy performance', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'smart & healthy building']","['sustainable management', 'building energy performance', 'smart & healthy building', 'resource stewardship']"
9A7BCF47-4411-4180-970E-B2F4FAE6F13A,Hyflux Innovation Centre,Green Mark Platinum,FY12,43454.5,"80 Bendemeer Road, Singapore 339949",339949,12,Hyflux Innovation Centre Pte Ltd,Point Architects,Tenwit Engineering Consultants,William Ng Consultants Pte Ltd,,,Lian Soon Construction Pte Ltd,,-,-,-,"10 storey single user industrial (R&D) development c/w ancillary facilities and a semi basement carpark floor at 80 Bendemeer Road
Gross Floor Area 34 418.91m2
Site Area : 17 374m2","['Efficient chiller plant system of 0.59 kW/ton', '72 kWp solar panel to harness and generate clean energy', 'Grey water collection for toilets flushing', '100% collection for AHU condensate', 'Measurement and verification system for Chiller plant', 'Green education corner', 'Extensive usage of environmental and friendly sustainable materials within development']",Industrial,['industrial'],"['building energy performance', 'building energy performance', 'building energy performance', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management']","['building energy performance', 'sustainable management']"
8B68169B-E5C4-4403-87D0-B860DDABF946,Keppel Bay Tower,Green Mark Gold,FY10,41642.58,"1 HarbourFront Avenue, Singapore 098632",98632,4,"HarbourFront One Private Limited (A joint venture between Keppel Corporation Limited, Keppel Land Limited and HarbourFront Private Limited)",DCA Architects Pte Ltd,,Meinhardt (S) Pte Ltd,Belt Collins International Pte Ltd,,Samsung Corporation,Kaer Pte Ltd,-,-,-,"Built in 2002 Keppel Bay Tower is an existing 18-storey office tower which is part of the Harbour Front Office Park a 0.9 million square feet development. Jointly developed by Keppel Corporation Limited Keppel Land Limited and Harbour Front Private Limited the building is conveniently located next to the Harbour Front MRT station and opposite a bus interchange (linked by sheltered walkways). It is also only a five minutes drive away from Singapore\'s Central Business District.
 ","['Double glazed tinted windows low heat transmittance coating', 'LED lighting replacements used in car park lobby and divisional office and motion sensors for toilet lighting and escalators', 'Permanent instrumentation to monitor and optimise air-conditioning plant efficiency']",Commercial,"['recreational/culture', 'office/commercial', 'industrial', 'government/security']","['smart & healthy building', 'smart & healthy building']",['smart & healthy building']
8B86E464-D392-48F7-A6A4-36CE3904C5BC,Singapore Telecommunications - Yio Chu Kang Exchange,Green Mark Gold,FY16,4436.9,"151 Seletar Road, Singapore 807008",807008,28,Singapore Telecommunications Ltd,Ong & Ong Pte Ltd,JS Tan Consultants Pte Ltd,Tan Consultants,,,BSI (1990) Pte Ltd,Kaer Pte Ltd,-,-,-,Singtel YCK is 4 storey building with total GFA of 4 436.9 sq m. It is located at 151 Seletar Road with a site area of 2 787.50 sq m.,['High efficiency chiller plant -- 0.6 kW/RT2. Extensive usage of LED and T5 lighting fitting3. Excellent water efficient fittings'],Others,['government/security'],"['resource stewardship', 'smart & healthy building']","['resource stewardship', 'smart & healthy building']"
8B955DDD-3B30-47D3-8619-8FAE19D3732B,Sentosa Family Entertainment Centre,Green Mark Platinum,FY14,2715,"31 Beach View, Singapore 098008",98008,4,Sentosa Development Corporation,CPG Consultants Pte Ltd / AWP Pte Ltd,KTP Consultants Pte Ltd,CPG Consultants Pte Ltd / ST Architects & Engineers Pte Ltd,Envirospec Pte Ltd,,Debenbo Pte Ltd,Meinhardt Light Studio Pte Ltd,-,G-Energy Global Pte Ltd,-,With a gross floor area of 12 880m2 and site area of 16 528.2m2 Sentosa Family Entertainment Centre is a 3 storey development located on Sentosa Island.  The establishment comprises of various working platforms to simulate an adult environment for children to gain interactive learning experiences through role playing.,"['Low ETTV of 31.68w/m2', 'Chiller Plant System with efficiency of 0.56kW/ton', '41.3% energy savings for interior lighting through the use of energy efficient fixtures such as LED and T5 fluorescent', ' All sanitary water fittings are rated Excellent from WELS. ', ' Extensive use of SGLS certified products:', ' a) Water proofing membrane', ' b) Ceiling boards', ' c) Drainage cell for landscape', ' d) Grass stabilizing Paver', ' e) Versitank for rainwater collection', ' f) Toilet cubicle partitions', ' g) Precast kerbs and drainage', ' h) Green Driveway', ' i) Adhesives for plastering tiles', ' j) Toilet wall and floor tiles', ' k) Green Partition', ' l) Termiticide', ' m) Dry wall partition', ' n) Green Concrete for floor', '6. Provision of Green Educational Corner & Eco Trail', '7. 100% usage of Green Concrete']",Commercial,['recreational/culture'],"['building energy performance', 'building energy performance', 'building energy performance', 'smart & healthy building', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'sustainable management', 'sustainable management', 'sustainable management', 'resource stewardship', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management']","['building energy performance', 'sustainable management', 'smart & healthy building', 'resource stewardship']"
8BC6ED2B-1AEC-42CA-B2DB-393FB1814E0A,People's Association Headquarters,Green Mark Gold Plus,FY08,14008,9 King George's AvenueSingapore 208581,208581,8,,Architects 61 Pte Ltd,JS Tan and Associates,Squire Mech Pte Ltd,Tropical Environment Pte Ltd,,Singapore Piling & Civil Engineering Pte Ltd,Connell Wagner Pte Ltd,Alpha Acoustics Specialist Pte Ltd,United Premas,-,The People\'s Association Headquarters is used as offices meeting rooms performances arts studios and other supporting facilities.  The field is used from time to time for large-scale activities rehearsals and performance practices.  The new headquarter is located at 9 King George\\\\\\\'s Avenue adjacent to Jalan Besar Sports Complex.,"['A concerted effort was made to naturally ventilate the double-volume entrance foyer and 5-storey central atrium.  By orientating the buildings towards the Northeast the strongest prevailing wind is encouraged to cross ventilate through the entrance foyer central atrium and sky garden.  Openings in the atrium skylight also promote stack effect capitalizing on the pressure differentials for air circulation within the atrium.  38% of the total GFA is naturally ventilated contributing to great savings in energy conservation using passive cooling', 'Extensive landscaping is provided in the new headquarters such as the open field internal courtyards and roof gardens constituting 52% of the total site area', 'Use of computational simulation program to analyze shading to enhance energy efficiency', 'Air contamination control system', 'Solar powered landscape bollards.]', 'Anti-termite mesh', 'Lightshelves to enhance daylight penetration deep into the building interior', 'Building integrated photovoltaic (BIPV) to harness solar energy', 'Cool paint that is applied on the building façade reduces the surface temperatures and is also resistant to dirt dust chemicals weather micro-organism including mould and fungus', 'Expected energy saving per year: S$256 285']",Institutional,"['recreational/culture', 'office/commercial']","['sustainable management', 'building energy performance', 'building energy performance', 'building energy performance', 'sustainable management', 'building energy performance', 'sustainable management', 'sustainable management', 'building energy performance', 'building energy performance', 'building energy performance']","['sustainable management', 'building energy performance']"
8BE59FB6-EEB1-44D7-80D9-0939E044619D,Republic Polytechnic,Green Mark Platinum,FY07,240000,9 Woodlands Avenue 9Singapore 738964,738964,25,,DP Architects Pte Ltd,Meinhardt (Singapore) Pte Ltd,Beca Carter Hollings & Ferner (SE Asia) Pte Ltd,"Ohtori Consultants Environmental Design Institute, Japan",,China Construction - Taisei Joint Venture,Nagata Acoustics (Japan),Meinhardt Facade Technology Pte Ltd,Acviron Acoustics Consultants Pte Ltd,-,Republic Polytechnic is Singapore ́s fifth and newest post-secondary educational institution. The new Woodlands Campus is located in the northern part of Singapore. It is dubbed as the hub in the north a vibrant campus that is friendly and welcoming to students staff visitors industry partners and the community at large. Giving Republic Polytechnic an air of a campus in the park are the scenic grounds of a nature park at its doorstep.,"['Among the first few projects to use thermal Energy Storage System in the region.2. â€œCampus in the Parkâ€\x9d feeling. The inspiration for the idea of the Lawn came from many well known campus grounds around the world including the Harvard Yard in Harvard University Mills Yard in Cambridge University and the open grounds in University of Virginia3. Multiple ventilation modes for sports hall facilitates natural ventilation during normal usage and air conditioning during special occasions4. Air-conditioning & Mechanical Ventilation System â€“ Integrated Engineered Smoke Control System5. Use of ""Chemical Freeâ€\x9d water treatment (EIDTM) for central cooling plant photovoltaic Solar Energy Panel for general lighting and general power 2D/3D Lighting simulation Software for lighting system design Ionisation Water treatment for swimming pool and Pneumatic Waste Conveyance System']",Institutional,"['recreational/culture', 'educational/research']","['building energy performance', 'building energy performance', 'building energy performance', 'building energy performance', 'building energy performance', 'resource stewardship', 'smart & healthy building']","['building energy performance', 'smart & healthy building', 'resource stewardship']"
4506D99A-113E-4EAD-888D-29D93EBECDA2,N4 (1st Re-certifcation),Green Mark Platinum,FY16,22535,"50 Nanyang Avenue, Singapore 639798",639798,22,Nanyang Technological University,,,,Beca Carter Hollings & Ferner (S.E. Asia) Pte Ltd,,,Beca Carter Hollings & Ferner (S.E. Asia) Pte Ltd,-,Nanyang Technological University,-,N4 is a 6-storey building which extends out of Nanyang Technological University's North Academic Spine. This building houses the School of Computer Engineering. The facility of 22 535 m2 GFA contains laboratories classrooms and staff offices meeting the academic and research needs of the school.,['Efficient water cooled chiller plant2. Extensive use of LED lighting and use of renewable energy (solar PV)3. Certified PUB Water Efficient Building4. Naturally ventilated car park5. Motion sensors at all toilets and staircases6. Water sub-metering linked to BMS for leak detection system7. Lifts with AC VVVF and sleep mode'],Institutional,"['office/commercial', 'educational/research']","['building energy performance', 'building energy performance', 'building energy performance', 'building energy performance', 'building energy performance', 'building energy performance', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'smart & healthy building', 'smart & healthy building', 'smart & healthy building']","['building energy performance', 'smart & healthy building', 'resource stewardship']"
45181F59-50CA-42A3-9D4F-258BCCA3B213,Diabetes and Metabolism Centre,Green Mark Gold,FY17,5885.27,"17 Third Hospital Avenue, Singapore 168752",168752,3,Singapore General Hospital Pte Ltd,,,,,,,"SGH, Facilities Management & Engineering Dept (FME)",-,-,-,Addition and alteration works to the existing 4-storey clinic building (Diabetes and Metabolism Centre) with addition of a new lift and replacement of existing drop off canopy on lot 00467K TS 22 at 17 Third Hospital Avenue for Singapore General Hospital.,['Use of environmental friendly products 2. Use of water-efficient fittings 3. Use of energy efficient light fittings and air conditioning system'],Institutional,['hospital/clinic'],"['sustainable management', 'building energy performance', 'resource stewardship']","['sustainable management', 'building energy performance', 'resource stewardship']"
45498F76-0DE7-42E4-BED5-C345C95599E9,Societe Generale Corporate & Investment Banking,Green Mark Gold,FY12,2680,"8 Marina Boulevard, #07-01 Marina Bay Financial Tower 1, Singapore 018981",18981,1,Societe Generale Corporate & Investment Banking,AD Incorporation Pte Ltd / Tarkus Interiors Pte Ltd,,Meinhardt (S) Pte Ltd,,,,,-,-,-,Banking & Financial Institution,"['Electrical meter', 'Energy Efficient features', 'Greenery - Planter or plotted plants']",Commercial,['educational/research'],"['sustainable management', 'sustainable management']",['sustainable management']
8d0c60fe-b33b-4dbf-b9de-7fc1b36d5956,Punggol North C6/7 & NC,Green Mark Platinum,FY21,13683.81,Northshore Plaza I Blk 407 Northshore Drive,820407,19,Housing and Development Board,HDB BRI,HDB BRI,HDB BRI,HDB BRI,,KenPal,Pasir Ris Punggol Town Council,G-Energy Global Pte Ltd,-,-,"INTEGRATED DEVELOPMENT SITE OF PUNGGOL NORTHSHORE DISTRICT FOR PUBLIC HOUSING (PHASE 1: C6/C7 & NC) PLOT 1 COMPRISING 12 BLKS OF 8/17/20/24/25 STYS RESIDENTIAL FLATS (1402 UNITS) AND 1 BLK OF 3-STY COMMERCIAL BLDG WITH ESS, 2 LEVELS CAR PARK (1ST & BASEMENT) WITH E-DECK, COMMUNITY FACILITIES, ESS & PRECINCT PAVILIONS AT PUNGGOL WAY/NORTHSHORE WALK/NORTHSHORE DRIVE/NORTHSHORE LINK (PUNGGOL NORTH C6/C7 &NC)","['Smart Lighting', 'Regenerative Lifts', 'Pneumatic Waste Conveyor System', 'Smart Water Sub-metering', 'Smart HVLS Fans', 'Monitored Water Pumping System', 'Monitored Mechanical Ventilation System']",Commercial,"['residential', 'recreational/culture', 'office/commercial']","['resource stewardship', 'resource stewardship', 'smart & healthy building', 'building energy performance']","['resource stewardship', 'building energy performance', 'smart & healthy building']"
8D38E7F0-6F56-476A-99C0-36B1C8285872,Resort World Sentosa - Equarius Hotel,Green Mark Gold Plus,FY15,28102,"Equarius Hotel 8 Sentosa Gateway, Singapore 098269",98269,4,Resort World At Sentosa Pte Ltd,DP Architect Pte Ltd,AECOM Singapore Pte Ltd,BECA Carter Hollings & Ferner (S.E.ASIA) Pte Ltd,Peridian Asia Pte Ltd,,Sembawang Engineers & Constructors Pte Ltd,Meinhardt(s) Pte Ltd,-,G-Energy Global Pte Ltd ,-,Equarius Hotel is a hotel situated along the fringe of a tropical rainforest on Sentosa. It ensconced guests in a haven of lush greenery. It consists of 1 building with 8-storey guestrooms.,"['Low ETTV of 33.55 W/m2 with extensive usage of double-glazed contains low-emissivity glass', 'Use of energy efficient fixtures such as LED and T5 fluorescent for interior lighting (i.e. guestrooms corridors etc.)', 'Sanitary water fittings are rated Excellent Very Good and Good from WELS', 'Extensive usage of SGLS certified products:', 'a) Waterproofing membrane', 'b) Gypsum Plasterboard', 'c) Cell Spray II Thermal & Acoustic Insulation', 'd) Green Concrete', 'e) Toilet partitions', 'f) Cement based adhesive', 'g) Drainage cells', 'h) Access floor system', 'i) Low VOC paints', ' 5. Provision of Green Features:', 'a) Carpark guiding system', 'b) AHU condensate recovery system', 'c) Non-Chemical Termite Mesh system']",Hotel,"['recreational/culture', 'hotel']","['building energy performance', 'building energy performance', 'building energy performance', 'smart & healthy building', 'resource stewardship', 'resource stewardship', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'building energy performance']","['building energy performance', 'sustainable management', 'smart & healthy building', 'resource stewardship']"
8D637D16-B710-4E7B-B40D-886ED28DDDB6,Tiong Seng Building,Green Mark Platinum,FY17,14403.42,"21 Fan Yoong Road, Singapore 629796",629796,22,Tiong Seng Contractors (Pte) Ltd,LAUD Architects Pte Ltd,LSW CONSULTING ENGINEERS PTE LTD,Rankine & Hill (Singapore) Pte Ltd,,,Tiong Seng Contractors (Pte) Ltd,Tiong Seng Contractors (Pte) Ltd,-,Afogreen Build Pte Ltd,-,The Tiong Seng Hub is a mixed development project aimed to cater for its own employeesâ€™ office and industrial needs. Located at 21 Fan Yoong Road it is a 9 stories building with levels 2 to 6 fitted mainly for medium industrial uses and the rest for office use; minimal air-conditioned areas as all the industrial areas are naturally ventilated. With its unique faÃ§ade designs and â€œLâ€-shaped building orientation the cross-ventilation winds are able to provide excellent natural ventilation for all occupants within the area.,['Unique DfMA design strategy. 2. Unique faÃ§ade design for maximizing natural ventilation within rooms. 3. All lightings are of LED fittings. 4. Motion and photo sensors installed in the building. 5. All lifts have regenerative drive & sleep mode. 6. All water fittings are PUB WELS excellent rated. 7. Use of Cobiax System'],Industrial,"['office/commercial', 'industrial', 'mixed']","['building energy performance', 'building energy performance', 'building energy performance', 'resource stewardship', 'resource stewardship', 'smart & healthy building']","['building energy performance', 'smart & healthy building', 'resource stewardship']"
EDF1A1FB-2311-4EE1-9732-FA015BD88519,Pasir Ris Sports Centre (1st Re-certification),Green Mark Gold Plus,FY16,11364.15,"120, Pasir Ris Sports Central, Singapore 519640",519640,18,Singapore Sports Council,,,,,,,CPG Consultants Pte Ltd,-,Singapore Sports Council,-,Pasir Ris Sports Centre formerly known as Pasir Ris Sports and Recreation Centre Sport Singapore's newest addition to its family of sports centres features a comprehensive range of sports facilities with a diverse retail mix to provide an all rounded experience for guests.,['Energy efficient T5 & LED lightings are installed for lobby and general areas2. 170 kWp solar photovoltaic is installed to harness clean and renewable energy3. Rainwater harvesting system for irrigation and landscaping4. Public Display System to show the building consumption and solar PV generation5. Green provision and vertical greenery'],Institutional,"['recreational/culture', 'office/commercial']","['sustainable management', 'sustainable management', 'sustainable management', 'building energy performance', 'building energy performance', 'building energy performance', 'building energy performance', 'building energy performance', 'resource stewardship', 'resource stewardship', 'smart & healthy building']","['sustainable management', 'building energy performance', 'smart & healthy building', 'resource stewardship']"
edf4e5cf-915e-4446-86ec-76a913a2980a,Standard Chartered Bank - International Banking & Priority Private Centre @ Ngee Ann City,Green Mark Gold,FY21,514,"391 Orchard Road #08-01/02/03/03A, Ngee Ann City Tower A, Singapore",238873,9,Standard Chartered Bank (Singapore) Limited,M.Moser Associates,,,,,M.Moser Associates,CBRE GWS Pte Ltd,-,-,-,Standard Chartered Bank (Singapore) Limited - International Banking & Priority Private Centre at Level 8 Ngee Ann City Tower A,"['Wide use of occupancy sensors and LED light fixture', 'All IT equipment are energy star rated', 'Video conferencing system in all rooms to reduce travelling']",Commercial,['office/commercial'],['smart & healthy building'],['smart & healthy building']
